Time (s);Acceleration x (m/s^2);Acceleration y (m/s^2);Acceleration z (m/s^2);Absolute acceleration (m/s^2)
4,143046284;-5,5;10,26872253;1,066696167;11,6976281
4,147044087;-5,40663147;10,769104;1,116973877;12,10177241
4,151041889;-5,19593811;11,2958374;1,126541138;12,48450281
4,155039692;-4,915817261;11,83213806;1,100204468;12,85982894
4,159037495;-4,623733521;12,34449768;1,040359497;13,22300581
4,16300478;-4,310089111;12,84008789;0,997253418;13,5808409
4,167002583;-3,752243042;13,38357544;0,932617188;13,93087198
4,171000385;-2,959762573;13,99649048;0,887130737;14,33349019
4,174998188;-2,148117065;14,595047;1,006835938;14,78659942
4,178965473;-1,408309937;15,11936951;1,289352417;15,23945868
4,182963276;-0,740325928;15,57905579;1,605377197;15,67904007
4,186961079;-0,158538818;15,98846436;1,871139526;16,09836296
4,190958882;0,365783691;16,33323669;2,050704956;16,46553399
4,194956684;0,849411011;16,6181488;2,151260376;16,77832798
4,198923969;1,19418335;16,79771423;2,187179565;16,98154975
4,202921772;1,560501099;16,93896484;2,127319336;17,14319635
4,206919575;1,945968628;17,05149841;2,012405396;17,27976179
4,210917378;2,364944458;17,08502197;1,938171387;17,3564814
4,21491518;2,633102417;17,01318359;1,844802856;17,31429877
4,218882466;2,633102417;16,82165527;1,705947876;17,11173786
4,222880268;2,731262207;16,53434753;1,684387207;16,84285017
4,226878071;2,558883667;16,15606689;1,753829956;16,45120976
4,230875874;2,369735718;15,70834351;1,849594116;15,99339556
4,234843159;2,120742798;15,19598389;1,902267456;15,4607276
4,238840962;1,732879639;14,58306885;1,883117676;14,80590764
4,242838764;1,273193359;13,91270447;1,737060547;14,0784142
4,246836567;0,86378479;13,2399292;1,504821777;13,35313963
4,25083437;0,526199341;12,56236267;1,267807007;12,63713481
4,254801655;0,219741821;11,88960266;0,990081787;11,93277838
4,258799458;-0,089111328;11,19528198;0,678833008;11,21619783
4,26279726;-0,400360107;10,49377441;0,377151489;10,50817933
4,266795063;-0,728363037;9,797058105;0,14730835;9,825200252
4,270762348;-1,068344116;9,121902466;-0,039428711;9,184335489
4,274760151;-1,329299927;8,463500977;-0,17590332;8,569062321
4,278757954;-1,575912476;7,850585938;-0,269271851;8,011723099
4,282755757;-1,856033325;7,244842529;-0,35786438;7,487367354
4,286753559;-2,148117065;6,64630127;-0,45123291;6,999381303
4,290720844;-2,394729614;6,102813721;-0,54460144;6,578423517
4,294718647;-2,586257935;5,611999512;-0,637985229;6,212108642
4,29871645;-2,722732544;5,183441162;-0,72416687;5,899640027
4,302714253;-2,804138184;4,788391113;-0,80796814;5,607556769
4,306681538;-2,852020264;4,448425293;-0,898956299;5,360096044
4,310679341;-2,911880493;4,165908813;-0,989929199;5,178204715
4,314677143;-2,954971313;3,919296265;-1,090484619;5,028110518
4,318674946;-2,990875244;3,699035645;-1,188644409;4,903169889
4,322642231;-3,029190063;3,541015625;-1,284423828;4,833686861
4,326640034;-3,072280884;3,440460205;-1,370605469;4,811884828
4,330637837;-3,146499634;3,356658936;-1,459197998;4,82668395
4,334635639;-3,251846313;3,289627075;-1,545379639;4,876920029
4,338633442;-3,390716553;3,260894775;-1,633972168;4,979985795
4,342600727;-3,546340942;3,270477295;-1,720169067;5,121673304
4,34659853;-3,718719482;3,299194336;-1,796783447;5,286018219
4,350596333;-3,912643433;3,378204346;-1,878173828;5,499870922
4,354594135;-4,132919312;3,488342285;-1,981124878;5,759723059
4,358591938;-4,324447632;3,631988525;-2,074508667;6,016292395
4,362559223;-4,518386841;3,811553955;-2,155899048;6,292190708
4,366557026;-4,7290802;4,024642944;-2,220550537;6,594906751
4,370554829;-4,93258667;4,254486084;-2,280410767;6,90154594
4,374552632;-5,10975647;4,520248413;-2,340255737;7,212423574
4,378519917;-5,27973938;4,797973633;-2,404907227;7,528597324
4,382517719;-5,468887329;5,092453003;-2,486312866;7,875503658
4,386515522;-5,598175049;5,406097412;-2,548553467;8,189052319
4,390513325;-5,65802002;5,758041382;-2,558135986;8,468310978
4,394511128;-5,691543579;6,124359131;-2,517425537;8,731487526
4,398478413;-5,722671509;6,497848511;-2,443206787;8,996680714
4,402476216;-5,734634399;6,85697937;-2,366592407;9,246889066
4,406474018;-5,7059021;7,24005127;-2,285186768;9,497249061
4,410471821;-5,65083313;7,654251099;-2,158294678;9,75590646
4,414439106;-5,50239563;8,085205078;-1,942825317;9,971031493
4,418436909;-5,2318573;8,564056396;-1,600448608;10,16252078
4,422434712;-4,90385437;9,066833496;-1,167098999;10,37387957
4,426432514;-4,460922241;9,617492676;-0,65473938;10,62189608
4,430430317;-3,843215942;10,21604919;-0,139984131;10,91593173
4,434397602;-3,091445923;10,88163757;0,437011719;11,32069138
4,438395405;-2,327682495;11,56637573;1,107391357;11,85012527
4,442393208;-1,571121216;12,23435974;1,787338257;12,46364947
4,44639101;-0,886383057;12,87840271;2,431381226;13,13584965
4,450358296;-0,256698608;13,5080719;3,001205444;13,83983868
4,454356098;0,368179321;14,11859131;3,494415283;14,54926509
4,458353901;0,98828125;14,71235657;3,934936523;15,26151569
4,462351704;1,560501099;15,26063538;4,358718872;15,94743196
4,466349507;2,053695679;15,73228455;4,734603882;16,55714096
4,470316792;2,053695679;16,19676208;5,098526001;17,10402688
4,474314594;2,669006348;16,65167236;5,443283081;17,72092317
4,478312397;3,372909546;17,02755737;5,76890564;18,29192448
4,4823102;4,016952515;17,25260925;6,049026489;18,71841753
4,486277485;4,447906494;17,31964111;6,204650879;18,92753373
4,490275288;4,620285034;17,27175903;6,195068359;18,92193346
4,494273091;4,668167114;17,14247131;6,020294189;18,75899915
4,498270893;4,637039185;16,84799194;5,67791748;18,37377783
4,502268696;4,404800415;16,45773315;5,206268311;17,81472641
4,506235981;4,033706665;16,00523376;4,643630981;17,14647503
4,510233784;3,653030396;15,51202393;4,013946533;16,43408909
4,514231587;3,320236206;14,96853638;3,379486084;15,70038139
4,518229389;2,654647827;14,37716675;2,761779785;14,87876024
4,522196675;2,204528809;13,73074341;2,182388306;14,07679227
4,526194477;1,742462158;13,07232666;1,638900757;13,28939029
4,53019228;1,31388855;12,40673828;1,133728027;12,52752159
4,534190083;0,90927124;11,76031494;0,683624268;11,81520731
4,538187885;0,416061401;11,08274841;0,235900879;11,09306399
4,542155171;-0,187271118;10,36448669;-0,24772644;10,36913802
4,546152973;-0,807373047;9,662994385;-0,762481689;9,726597043
4,550150776;-1,329299927;9,011764526;-1,267654419;9,197058546
4,554148579;-1,714767456;8,429977417;-1,724945068;8,773846486
4,558115864;-1,973342896;7,898468018;-2,124786377;8,413952481
4,562113667;-2,145721436;7,422012329;-2,414474487;8,094447142
4,566111469;-2,286987305;6,974304199;-2,629959106;7,796660496
4,570109272;-2,430633545;6,550521851;-2,821487427;7,535124899
4,574107075;-2,567108154;6,153091431;-2,972335815;7,299682091
4,57807436;-2,658081055;5,796356201;-3,046554565;7,067151818
4,582072163;-2,696395874;5,492294312;-3,029785156;6,827550484
4,586069966;-2,725128174;5,221740723;-2,950775146;6,587865641
4,590067768;-2,773010254;4,946411133;-2,866989136;6,354226599
4,594035053;-2,849624634;4,692626953;-2,766433716;6,147703944
4,598032856;-2,952575684;4,462783813;-2,677841187;5,983725926
4,602030659;-3,072280884;4,256881714;-2,606018066;5,860996666
4,606028462;-3,203964233;4,077316284;-2,574890137;5,789641967
4,610026264;-3,316497803;3,933670044;-2,570098877;5,751376003
4,61399355;-3,407470703;3,833114624;-2,577285767;5,739862911
4,617991352;-3,481689453;3,775650024;-2,555740356;5,736680514
4,621989155;-3,546340942;3,756500244;-2,512649536;5,744670213
4,625986958;-3,603790283;3,770858765;-2,476730347;5,774155647
4,629954243;-3,654083252;3,821136475;-2,443206787;5,824316936
4,633952046;-3,730697632;3,888168335;-2,407302856;5,901784888
4,637949848;-3,826461792;3,986343384;-2,380966187;6,016788462
4,641947651;-3,910263062;4,127593994;-2,337860107;6,147583206
4,645945454;-3,974899292;4,307159424;-2,258850098;6,281230011
4,649912739;-4,039535522;4,513061523;-2,108016968;6,413213476
4,653910542;-4,123336792;4,740509033;-1,894943237;6,562403681
4,657908344;-4,223892212;5,001480103;-1,645935059;6,750197838
4,661906147;-4,377120972;5,272018433;-1,396942139;6,993197673
4,665873432;-4,537536621;5,552139282;-1,133575439;7,259509796
4,669871235;-4,669219971;5,877761841;-0,860641479;7,555819158
4,673869038;-4,75062561;6,241668701;-0,56137085;7,863969042
4,677866841;-4,77456665;6,62713623;-0,2525177;8,171853309
4,681864643;-4,75302124;7,046127319;0,082672119;8,499762102
4,685831928;-4,697952271;7,479476929;0,432220459;8,843084597
4,689829731;-4,563873291;7,965499878;0,800933838;9,215184357
4,693827534;-4,386703491;8,473068237;1,184005737;9,614464232
4,697825337;-4,140106201;9,009368896;1,586227417;10,04118144
4,701792622;-3,788146973;9,583984375;2,057891846;10,50893586
4,705790425;-3,608581543;10,10351563;2,476867676;11,01080207
4,709788227;-3,493667603;10,59912109;2,831222534;11,51359641
4,71378603;-3,168060303;11,14260864;3,269348145;12,03673422
4,717783833;-2,622177124;11,76031494;3,887054443;12,66056921
4,721751118;-2,076293945;12,37562561;4,447296143;13,31335979
4,725748921;-1,504089355;12,96459961;4,947692871;13,95789356
4,729746723;-0,900741577;13,52244568;5,397796631;14,5878059
4,733744526;-0,362045288;14,05874634;5,62046814;15,14493603
4,737711811;0,207778931;14,56391907;5,627639771;15,61477634
4,741709614;0,777587891;14,99726868;5,54145813;16,00720053
4,745707417;1,175033569;15,34681702;5,328369141;16,28794076
4,749705219;1,498245239;15,63412476;4,974029541;16,4745733
4,753703022;1,809494019;15,86636353;4,612503052;16,62200182
4,757670307;2,065673828;16,01719666;4,243789673;16,69812408
4,76166811;2,276367188;16,10578918;3,788894653;16,70131778
4,765665913;2,434371948;16,12254333;3,341186523;16,64410099
4,769663716;2,465499878;16,03874207;2,871917725;16,47931577
4,773631001;2,475082397;15,91664124;2,321243286;16,27432553
4,777628803;2,465499878;15,73947144;1,708328247;16,02273498
4,781626606;2,307479858;15,45935059;1,033172607;15,66471926
4,785624409;2,001022339;15,08825684;0,226318359;15,22204995
4,789622212;1,656265259;14,68841553;-0,594894409;14,79346696
4,793589497;1,256439209;14,2407074;-1,325119019;14,35730919
4,7975873;0,849411011;13,75947571;-1,969161987;13,92559764
4,801585102;0,46156311;13,27822876;-2,527008057;13,52442861
4,805582905;0,071304321;12,77305603;-2,922058105;13,10322358
4,80955019;-0,330917358;12,25350952;-3,187805176;12,66570581
4,813547993;-0,685272217;11,71243286;-3,386520386;12,21143734
4,817545796;-1,015670776;11,19049072;-3,496658325;11,76797728
4,821543598;-1,312545776;10,66854858;-3,484695435;11,299726
4,825541401;-1,642944336;10,1178894;-3,506240845;10,83349791
4,829508686;-2,014053345;9,550460815;-3,637924194;10,41643918
4,833506489;-2,354019165;9,016555786;-3,750442505;10,04517314
4,837504292;-2,658081055;8,475463867;-3,783966064;9,654909727
4,841502094;-2,887924194;7,955917358;-3,757629395;9,260480864
4,84546938;-3,077072144;7,472290039;-3,661865234;8,872020536
4,849467182;-3,206359863;7,031768799;-3,515808105;8,49043124
4,853464985;-3,316497803;6,60319519;-3,324279785;8,102603316
4,857462788;-3,397903442;6,191390991;-3,108795166;7,716454989
4,861460591;-3,445785522;5,839447021;-2,878952026;7,366202831
4,865427876;-3,445785522;5,511444092;-2,596435547;6,999352212
4,869425678;-3,445785522;5,207382202;-2,261245728;6,641046567
4,873423481;-3,429016113;4,939224243;-1,906906128;6,307961526
4,877421284;-3,443389893;4,704605103;-1,578903198;6,040130664
4,881419087;-3,426620483;4,510665894;-1,277236938;5,806820898
4,885386372;-3,414657593;4,338287354;-1,025848389;5,615424165
4,889384175;-3,436203003;4,197021484;-0,819946289;5,485872067
4,893381977;-3,467330933;4,094070435;-0,637985229;5,402853105
4,89737978;-3,505630493;4,003097534;-0,47996521;5,342714818
4,901347065;-3,558303833;3,948028564;-0,319549561;5,324525109
4,905344868;-3,634918213;3,936065674;-0,147171021;5,359748381
4,909342671;-3,706741333;3,979156494;0,041976929;5,438325089
4,913340473;-3,740264893;4,046188354;0,231109619;5,514946357
4,917338276;-3,776184082;4,153930664;0,429824829;5,630226955
4,921305561;-3,821670532;4,307159424;0,633331299;5,792917788
4,925303364;-3,862365723;4,496307373;0,870361328;5,99100808
4,929301167;-3,881530762;4,718963623;1,157669067;6,218930487
4,933298969;-3,862365723;4,989501953;1,504821777;6,486716218
4,937296772;-3,838424683;5,291183472;1,887893677;6,803989206
4,941264057;-3,816879272;5,614395142;2,239852905;7,148911891
4,94526186;-3,812088013;5,942398071;2,560668945;7,510068928
4,949259663;-3,807312012;6,31590271;2,847976685;7,905518515
4,953257466;-3,776184082;6,698974609;3,116119385;8,297350605
4,957224751;-3,723510742;7,098800659;3,415405273;8,713351607
4,961222553;-3,606185913;7,517791748;3,738616943;9,13778016
4,965220356;-3,429016113;7,982254028;4,045074463;9,583170576
4,969218159;-3,182418823;8,465881348;4,255767822;9,995523814
4,973215962;-2,863983154;8,975860596;4,404205322;10,4002643
4,977183247;-2,449798584;9,528915405;4,538284302;10,83502498
4,98118105;-2,045166016;10,06761169;4,669967651;11,28486186
4,985178852;-1,642944336;10,60630798;4,758544922;11,74039117
4,989176655;-1,197631836;11,14021301;4,835159302;12,20317309
4,993174458;-0,706817627;11,68847656;4,844741821;12,67247406
4,997141743;-0,225585938;12,20323181;4,698699951;13,07851432
5,001139546;0,207778931;12,69404602;4,432937622;13,44741285
5,005137348;0,449584961;13,12260437;3,951705933;13,71206957
5,009135151;0,727310181;13,53440857;3,432159424;13,981735
5,013102436;1,177429199;13,96536255;3,070632935;14,34735088
5,017100239;1,737670898;14,4178772;2,747421265;14,77981754
5,021098042;2,266784668;14,83924866;2,292526245;15,18543019
5,025095844;2,266784668;15,16726685;1,804107666;15,4414734
5,029093647;2,712112427;15,44020081;1,308502197;15,73110081
5,033060932;3,064056396;15,67243958;0,810516357;15,98970733
5,037058735;3,372909546;15,84002686;0,350830078;16,19895217
5,041056538;3,595565796;15,87355042;-0,1328125;16,27621993
5,045054341;3,619506836;15,79933167;-0,841491699;16,23045961
5,049021626;3,392059326;15,66525269;-1,610031128;16,10895429
5,053019428;3,066452026;15,46893311;-2,187026978;15,92087015
5,057017231;2,451141357;15,22711182;-2,663482666;15,65142703
5,061015034;2,142288208;14,95417786;-3,046554565;15,41098079
5,065012837;1,816680908;14,65011597;-3,314697266;15,12988583
5,068980122;1,479095459;14,28140259;-3,503845215;14,77914458
5,072977925;1,148696899;13,87678528;-3,599609375;14,38199784
5,076975727;0,753646851;13,45301819;-3,573272705;13,93986943
5,08097353;0,279602051;12,95501709;-3,525390625;13,42903661
5,084971333;-0,297409058;12,38998413;-3,573272705;12,89838892
5,088938618;-0,883987427;11,82015991;-3,647491455;12,40168569
5,092936421;-1,441833496;11,2671051;-3,613967896;11,92003797
5,096934223;-1,932647705;10,69488525;-3,511032104;11,4211665
5,100932026;-2,373184204;10,12985229;-3,333847046;10,92522068
5,104929829;-2,813705444;9,598342896;-3,092041016;10,46928089
5,108897114;-3,172836304;9,081192017;-2,828674316;10,02678099
5,112894917;-3,431411743;8,585601807;-2,500671387;9,578126243
5,116892719;-3,594223022;8,140274048;-2,108016968;9,144738173
5,120890522;-3,682800293;7,747634888;-1,657913208;8,737135718
5,124857807;-3,773788452;7,357376099;-1,279632568;8,367193188
5,12885561;-3,864761353;6,96232605;-0,977966309;8,022891152
5,132853413;-3,982086182;6,598403931;-0,73135376;7,741500056
5,136851216;-4,104187012;6,251251221;-0,542221069;7,497766103
5,140849018;-4,176010132;5,918457031;-0,38180542;7,253479829
5,144816303;-4,216720581;5,626358032;-0,20942688;7,03423747
5,148814106;-4,259811401;5,372573853;-0,02507019;6,856469317
5,152811909;-4,276565552;5,133163452;0,149703979;6,682872977
5,156809712;-4,259811401;4,924865723;0,322097778;6,519512447
5,160807514;-4,228683472;4,771636963;0,506439209;6,395839576
5,1647748;-4,207138062;4,644744873;0,688400269;6,304566641
5,168772602;-4,161651611;4,537002563;0,827270508;6,211933104
5,172770405;-4,087432861;4,465179443;0,997253418;6,135099774
5,176768208;-4,017990112;4,448425293;1,207946777;6,114889005
5,18076601;-3,927017212;4,457992554;1,404266357;6,104680646
5,184733296;-3,831253052;4,486724854;1,545532227;6,099005634
5,188731098;-3,768997192;4,539398193;1,634109497;6,122237307
5,192728901;-3,735473633;4,627990723;1,710723877;6,188589304
5,196726704;-3,721115112;4,718963623;1,744247437;6,257612522
5,200693989;-3,711532593;4,836273193;1,761001587;6,345560588
5,204691792;-3,706741333;4,999084473;1,835220337;6,48835962
5,208689594;-3,694778442;5,188232422;1,930999756;6,655667018
5,212687397;-3,651687622;5,389343262;1,990844727;6,807591792
5,2166852;-3,610977173;5,635940552;2,024368286;6,9929285
5,220652485;-3,587036133;5,901702881;2,062683105;7,207744911
5,224650288;-3,551132202;6,18661499;2,081832886;7,430933529
5,228648091;-3,496063232;6,47869873;2,079437256;7,649840173
5,232645893;-3,390716553;6,83303833;2,098587036;7,911475154
5,236643696;-3,215942383;7,232879639;2,136901855;8,198974498
5,240610981;-2,976516724;7,654251099;2,122528076;8,482472347
5,244608784;-2,734695435;8,099578857;2,029159546;8,786308966
5,248606587;-2,468948364;8,568832397;1,897476196;9,11707248
5,252604389;-2,188827515;9,047683716;1,737060547;9,469367764
5,256602192;-1,896728516;9,524124146;1,547927856;9,833748037
5,260569477;-1,599853516;10,01733398;1,353988647;10,23424627
5,26456728;-1,314941406;10,52490234;1,107391357;10,66437789
5,268565083;-1,046783447;11,00613403;0,769805908;11,08256934
5,272562885;-0,790603638;11,47061157;0,410675049;11,50515702
5,276530171;-0,520065308;11,95184326;0,09942627;11,96356598
5,280527973;-0,206420898;12,43067932;-0,18309021;12,43374119
5,284525776;0,097640991;12,87600708;-0,48236084;12,88540896
5,288523579;0,387329102;13,30696106;-0,78163147;13,3355234
5,292521382;0,66746521;13,71636963;-1,109634399;13,77735802
5,296488667;0,93800354;14,09944153;-1,471160889;14,20698478
5,300486469;1,16784668;14,4178772;-1,811141968;14,57804116
5,304484272;1,328262329;14,6860199;-2,088867188;14,89318057
5,308482075;1,397689819;14,88952637;-2,316314697;15,13330255
5,312479878;1,352203369;15,00205994;-2,531799316;15,27416983
5,316447163;1,227706909;15,05233765;-2,708969116;15,34335839
5,320444966;1,06489563;15,04275513;-2,828674316;15,34339868
5,324442768;0,84463501;14,96614075;-2,859802246;15,26031605
5,328440571;0,557327271;14,81291199;-2,795166016;15,08462556
5,332438374;0,250869751;14,61659241;-2,680236816;14,86241497
5,336405659;-0,029251099;14,39154053;-2,541366577;14,6142341
5,340403462;-0,302200317;14,12817383;-2,364196777;14,32780678
5,344401264;-0,579925537;13,82411194;-2,129577637;13,99919589
5,348399067;-0,900741577;13,49371338;-1,844665527;13,64897165
5,352366352;-1,262268066;13,11543274;-1,562149048;13,26831588
5,356364155;-1,633377075;12,7084198;-1,243713379;12,87317666
5,360361958;-1,980529785;12,28224182;-0,925292969;12,4752607
5,36435976;-2,327682495;11,86566162;-0,57333374;12,1054014
5,368357563;-2,662872314;11,43469238;-0,19744873;11,7423194
5,372324848;-2,950180054;10,98458862;0,202377319;11,37566289
5,376322651;-3,230300903;10,54644775;0,544754028;11,04351217
5,380320454;-3,474517822;10,12028503;0,863174438;10,7348737
5,384318257;-3,603790283;9,722839355;1,152877808;10,4331221
5,388316059;-3,646896362;9,337371826;1,401870728;10,12183814
5,392283344;-3,654083252;8,987823486;1,595809937;9,832594001
5,396281147;-3,627746582;8,645446777;1,763397217;9,540118709
5,40027895;-3,606185913;8,281539917;1,866348267;9,223434072
5,404276753;-3,594223022;7,929580688;1,923812866;8,916150794
5,408244038;-3,558303833;7,599182129;1,990844727;8,62395257
5,412241841;-3,472122192;7,292724609;2,086624146;8,342269779
5,416239643;-3,357192993;6,995849609;2,177597046;8,059440765
5,420237446;-3,263824463;6,71572876;2,237457275;7,794855865
5,424235249;-3,177627563;6,452362061;2,256607056;7,538074588
5,428202534;-3,108200073;6,191390991;2,227874756;7,277201112
5,432200337;-3,036376953;5,942398071;2,203933716;7,027731047
5,436198139;-2,928634644;5,743682861;2,199142456;6,811976309
5,440195942;-2,761032104;5,583267212;2,206329346;6,607878648
5,444193745;-2,567108154;5,449188232;2,187179565;6,40838912
5,44816103;-2,382751465;5,353424072;2,110565186;6,228253306
5,452158833;-2,219955444;5,281600952;1,981277466;6,062092971
5,456156635;-2,071502686;5,228927612;1,825653076;5,913190045
5,460154438;-1,930252075;5,216949463;1,672424316;5,808565904
5,464152241;-1,793777466;5,228927612;1,576660156;5,748493613
5,468119526;-1,642944336;5,283996582;1,528762817;5,740818907
5,472117329;-1,494506836;5,360610962;1,483276367;5,759323689
5,476115132;-1,377197266;5,475524902;1,409057617;5,819234368
5,480112934;-1,264663696;5,635940552;1,308502197;5,922446975
5,484080219;-1,164108276;5,820297241;1,181610107;6,052041846
5,488078022;-1,092285156;6,028594971;1,064300537;6,218503021
5,492075825;-0,994125366;6,272796631;1,011627197;6,431147052
5,496073628;-0,881591797;6,55770874;1,002044678;6,692147753
5,50007143;-0,764266968;6,873748779;0,990081787;6,986614933
5,504038716;-0,618225098;7,218505859;0,911071777;7,301991571
5,508036518;-0,460205078;7,601577759;0,767410278;7,654063736
5,512034321;-0,287826538;8,008590698;0,563903809;8,033576824
5,516032124;-0,108261108;8,439559937;0,362792969;8,44804777
5,520029926;0,066513062;8,877685547;0,211959839;8,880464607
5,523997212;0,238891602;9,315826416;0,092254639;9,319345574
5,527995014;0,392120361;9,765945435;-0,08013916;9,774142975
5,531992817;0,523803711;10,21844482;-0,30279541;10,23634066
5,53599062;0,669845581;10,67573547;-0,5493927;10,71082879
5,539988423;0,779983521;11,11387634;-0,769668579;11,16776662
5,543955708;0,825469971;11,53286743;-0,918106079;11,59876505
5,54795351;0,827865601;11,89677429;-0,961196899;11,96421746
5,551951313;0,81590271;12,25590515;-0,994720459;12,3232454
5,555949116;0,78717041;12,59828186;-1,095275879;12,67027909
5,559916401;0,751251221;12,91192627;-1,265258789;12,995503
5,563914204;0,7081604;13,20640564;-1,399337769;13,2992025
5,567912007;0,61239624;13,43864441;-1,480743408;13,53383884
5,571909809;0,451980591;13,61820984;-1,516647339;13,70985575
5,575907612;0,262832642;13,75708008;-1,531021118;13,84450645
5,579874897;0,052154541;13,86480713;-1,540603638;13,95023499
5,5838727;-0,187271118;13,94142151;-1,516647339;14,02492507
5,587870503;-0,491333008;13,95579529;-1,396942139;14,03413972
5,591868305;-0,855255127;13,91748047;-1,198226929;13,99512314
5,595866108;-1,269454956;13,83369446;-0,989929199;13,92704484
5,599833393;-1,652526855;13,72834778;-0,796005249;13,85034303
5,603831196;-1,997283936;13,60385132;-0,6068573;13,76307341
5,607828999;-2,334869385;13,45539856;-0,39616394;13,66222205
5,611826801;-2,686813354;13,27822876;-0,15914917;13,54827123
5,615794087;-3,024398804;13,06515503;0,075485229;13,4108524
5,619791889;-3,330856323;12,84487915;0,262237549;13,27231301
5,623789692;-3,572677612;12,61743164;0,403488159;13,11969547
5,627787495;-3,766601563;12,38279724;0,556716919;12,95495614
5,631785298;-3,955749512;12,11465454;0,743469238;12,76579631
5,635752583;-4,135314941;11,81538391;0,956558228;12,55464576
5,639750385;-4,288543701;11,51609802;1,162460327;12,34355843
5,643748188;-4,379516602;11,20245361;1,327651978;12,10114839
5,647745991;-4,415435791;10,89839172;1,413848877;11,84356298
5,651743794;-4,405853271;10,58476257;1,468917847;11,55882613
5,655711079;-4,377120972;10,26872253;1,514404297;11,26495765
5,659708882;-4,324447632;9,935928345;1,526382446;10,94318796
5,663706684;-4,238265991;9,595947266;1,500045776;10,59694484
5,667704487;-4,092208862;9,277526855;1,425811768;10,23970786
5,671671772;-3,912643433;8,959091187;1,294143677;9,861485759
5,675669575;-3,713928223;8,638275146;1,145690918;9,472363381
5,679667378;-3,512817383;8,334213257;1,014022827;9,100947141
5,68366518;-3,314102173;8,020568848;0,915847778;8,72648698
5,687662983;-3,129745483;7,714111328;0,829666138;8,366072333
5,691630268;-2,926239014;7,419616699;0,750656128;8,011059315
5,695628071;-2,725128174;7,153869629;0,666854858;7,684326232
5,699625874;-2,524017334;6,895294189;0,566299438;7,364539396
5,703623676;-2,339660645;6,651077271;0,448989868;7,064873155
5,707621479;-2,191223145;6,421234131;0,338851929;6,793270734
5,711588764;-2,052352905;6,21295166;0,247879028;6,547851922
5,715586567;-1,935043335;6,023803711;0,156890869;6,328919229
5,71958437;-1,810546875;5,872970581;0,065917969;6,146072617
5,723582173;-1,688430786;5,750869751;-0,02507019;5,993657475
5,727579975;-1,563934326;5,659881592;-0,13041687;5,873428196
5,73154726;-1,472961426;5,595245361;-0,24772644;5,791179017
5,735545063;-1,393951416;5,561721802;-0,369827271;5,74566116
5,739542866;-1,317337036;5,556930542;-0,47038269;5,730280429
5,743540669;-1,250289917;5,595245361;-0,54460144;5,759043867
5,747507954;-1,176071167;5,657485962;-0,60206604;5,809713789
5,751505757;-1,101852417;5,760437012;-0,642776489;5,899989401
5,755503559;-1,046783447;5,884933472;-0,68347168;6,01625557
5,759501362;-1,003692627;6,040557861;-0,72416687;6,166048639
5,763499165;-0,974960327;6,224914551;-0,75769043;6,346195994
5,76746645;-0,946228027;6,43081665;-0,77684021;6,546314305
5,771464253;-0,936660767;6,67024231;-0,791213989;6,781997157
5,775462055;-0,936660767;6,93838501;-0,798400879;7,046698794
5,779459858;-0,936660767;7,220901489;-0,80796814;7,326087921
5,783457661;-0,958206177;7,520172119;-0,822341919;7,625443857
5,787424946;-0,977355957;7,833816528;-0,839096069;7,939016833
5,791422749;-1,010879517;8,164215088;-0,85345459;8,270711586
5,795420551;-1,051574707;8,494613647;-0,85345459;8,601898344
5,799418354;-1,077911377;8,839385986;-0,85345459;8,945670589
5,803385639;-1,116226196;9,193725586;-0,819946289;9,297465407
5,807383442;-1,178466797;9,538497925;-0,764877319;9,641408816
5,811381245;-1,247909546;9,895233154;-0,666717529;9,995870631
5,815379048;-1,336486816;10,23999023;-0,51109314;10,33947838
5,81937685;-1,434646606;10,57038879;-0,32913208;10,67237828
5,823344135;-1,556762695;10,88163757;-0,116043091;10,99304382
5,827341938;-1,669281006;11,18809509;0,106613159;11,3124417
5,831339741;-1,784210205;11,48976135;0,319702148;11,63186277
5,835337544;-1,918273926;11,76748657;0,511230469;11,93377022
5,839335346;-2,052352905;12,03804016;0,705169678;12,2320819
5,843302632;-2,215164185;12,2678833;0,858398438;12,49578973
5,847300434;-2,373184204;12,48097229;0,963745117;12,74109404
5,851298237;-2,500076294;12,69165039;1,035568237;12,97693233
5,85529604;-2,610198975;12,87121582;1,109786987;13,18002134
5,859293842;-2,705978394;13,03163147;1,210342407;13,36453017
5,863261128;-2,796951294;13,15852356;1,330047607;13,51808808
5,86725893;-2,880752563;13,25189209;1,476104736;13,64149055
5,871256733;-2,952575684;13,31654358;1,614959717;13,73521499
5,875254536;-3,000457764;13,36203003;1,729888916;13,80359044
5,879221821;-3,038772583;13,37161255;1,808898926;13,83135121
5,883219624;-3,079467773;13,34288025;1,835220337;13,81606343
5,887217426;-3,093826294;13,29978943;1,782562256;13,77075482
5,891215229;-3,067489624;13,22077942;1,670028687;13,67433716
5,895213032;-3,010040283;13,125;1,509613037;13,55008852
5,899180317;-2,911880493;13,00050354;1,327651978;13,3886071
5,90317812;-2,799346924;12,86404419;1,160064697;13,21611615
5,907175923;-2,667663574;12,69883728;1,009231567;13,01520056
5,911173725;-2,526412964;12,5072937;0,856002808;12,78858471
5,915171528;-2,361206055;12,30140686;0,721923828;12,54675571
5,919138813;-2,200790405;12,05958557;0,595031738;12,27318807
